,sofifa_id,age,height_cm,weight_kg,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,release_clause_eur,team_position,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,best_pos
9842,230866,28,175,65,66,66,650000,1000,1,1,2,3,8,3,1400000.0,22,75.0,48.0,60.0,73.0,48.0,47.0,51,52,40,64,35,77,54,39,60,70,77,74,62,61,76,48,55,47,44,46,50,47,51,70,37,52,53,48,47,8,6,11,9,8,6
9843,231489,32,185,75,66,66,400000,2000,1,1,2,1,8,6,500000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,10,6,13,22,6,9,10,12,15,12,20,23,36,62,41,58,58,26,49,6,28,10,5,52,18,55,24,11,11,72,59,77,57,69,5
9844,231885,31,178,78,66,66,475000,3000,0,1,2,3,2,6,594000.0,29,69.0,55.0,71.0,68.0,61.0,68.0,74,48,48,70,56,70,79,74,71,67,70,68,68,60,67,67,63,67,71,56,63,66,62,67,63,66,58,64,62,6,9,6,7,5,1
9845,232438,26,174,77,66,66,700000,4000,0,1,3,3,7,6,1200000.0,13,79.0,64.0,56.0,71.0,30.0,58.0,62,64,54,55,66,69,53,44,48,68,77,81,89,62,78,68,36,80,60,60,29,26,58,59,58,51,27,30,23,8,6,7,11,9,7
9846,232451,31,186,80,66,66,475000,3000,1,1,3,2,8,6,618000.0,29,48.0,32.0,44.0,35.0,66.0,67.0,25,35,68,64,26,23,20,24,52,52,44,52,32,61,36,39,75,59,77,20,50,68,27,33,32,62,62,69,62,7,8,9,15,10,0
9847,232489,27,168,64,66,66,675000,2000,1,1,2,3,8,3,844000.0,29,74.0,61.0,63.0,69.0,53.0,52.0,71,59,39,68,53,69,55,50,52,66,77,71,78,61,67,65,72,44,56,62,46,63,65,59,59,57,40,62,60,9,7,5,11,14,7
9848,232604,32,181,76,66,66,425000,2000,1,1,3,2,8,6,531000.0,29,36.0,32.0,41.0,41.0,66.0,69.0,29,31,64,60,30,31,29,30,33,52,37,36,40,64,56,36,71,57,77,31,63,66,28,30,32,53,65,67,66,11,9,6,7,7,0
9849,232617,30,169,68,66,66,600000,4000,1,1,4,2,2,6,0.0,29,76.0,60.0,62.0,68.0,47.0,63.0,64,62,35,64,56,69,60,64,53,63,75,77,79,55,84,62,87,73,59,58,56,45,60,62,49,55,50,49,52,15,12,6,8,10,7
9850,232685,35,181,75,66,66,200000,2000,1,1,3,2,8,3,250000.0,2,38.0,27.0,40.0,37.0,67.0,78.0,49,24,65,40,21,23,26,23,42,42,42,34,76,52,54,34,82,84,80,22,62,66,34,35,36,57,66,70,69,11,8,10,8,7,0
9851,232714,34,185,79,66,66,350000,2000,1,1,4,2,2,6,438000.0,29,38.0,66.0,47.0,57.0,30.0,69.0,39,69,74,59,53,54,35,33,39,60,32,42,66,69,41,69,73,51,80,56,62,29,73,44,64,68,23,28,17,14,6,13,7,15,3
9852,232718,34,170,67,66,66,250000,2000,1,1,4,2,6,6,313000.0,29,48.0,56.0,56.0,61.0,63.0,71.0,47,54,54,65,30,53,32,35,60,67,50,46,81,56,76,64,81,92,60,63,69,66,50,59,39,61,64,64,64,6,14,9,11,9,6
9853,232731,33,183,73,66,66,400000,2000,1,1,3,3,8,3,500000.0,29,54.0,60.0,68.0,68.0,38.0,60.0,68,62,33,73,45,69,63,57,66,68,57,52,67,62,56,59,83,48,71,63,43,27,66,63,51,57,59,27,34,13,11,9,13,6,7
9854,232750,30,186,78,66,66,525000,2000,1,1,3,2,6,6,656000.0,29,60.0,23.0,35.0,33.0,64.0,78.0,25,17,70,45,29,25,27,28,33,35,59,61,39,66,48,33,79,74,83,22,70,65,24,33,34,57,62,64,62,9,6,13,9,6,0
9855,232768,28,170,63,66,66,550000,2000,0,1,4,2,8,3,0.0,29,62.0,38.0,63.0,63.0,63.0,60.0,76,31,54,70,32,58,29,43,66,66,60,63,72,61,82,51,75,72,58,40,46,64,42,47,38,55,69,59,62,15,7,14,5,5,1
9856,232790,33,181,75,66,66,350000,2000,1,1,2,1,8,3,455000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,11,9,14,23,9,17,14,11,27,13,26,24,37,62,45,44,63,41,60,5,23,14,5,27,10,37,19,14,11,64,66,58,68,63,5
9857,232852,28,177,70,66,66,650000,3000,1,1,3,2,6,6,813000.0,29,66.0,56.0,60.0,63.0,67.0,72.0,58,54,58,63,46,61,41,52,65,64,66,66,68,67,64,58,59,82,70,62,67,70,61,60,56,60,64,71,68,7,14,9,7,11,6
9858,232874,34,180,69,66,66,230000,3000,1,1,5,3,2,3,288000.0,29,58.0,45.0,66.0,66.0,64.0,71.0,76,41,63,69,39,68,49,38,67,67,51,64,58,63,68,52,68,71,68,45,78,63,65,59,42,50,65,64,62,13,7,7,12,10,1
9859,233145,30,173,65,66,66,525000,2000,1,1,3,3,8,3,656000.0,29,68.0,60.0,63.0,72.0,59.0,67.0,62,54,40,71,58,70,63,39,62,71,69,68,86,66,77,66,47,75,61,67,75,62,61,58,54,60,62,60,56,12,10,10,9,8,6
9860,234006,27,173,71,66,66,600000,5000,1,1,2,2,6,9,1100000.0,29,67.0,51.0,53.0,54.0,66.0,76.0,68,44,55,50,57,48,50,36,62,56,72,62,61,76,73,69,81,86,71,50,77,72,47,42,50,55,63,68,65,18,14,11,15,12,6
9861,234751,32,178,76,66,66,475000,3000,1,1,3,3,8,6,641000.0,21,67.0,60.0,62.0,67.0,63.0,77.0,55,53,60,65,55,65,67,58,64,67,68,67,72,66,74,71,81,82,76,70,74,64,52,61,53,55,62,63,65,12,8,10,13,15,6
9862,234839,32,178,70,66,66,425000,4000,0,1,3,3,6,6,850000.0,29,64.0,45.0,56.0,64.0,67.0,69.0,52,45,69,64,32,63,40,48,60,65,61,66,67,64,68,51,71,70,65,41,75,72,51,49,51,60,66,65,64,9,6,7,10,14,6
9863,235451,33,180,67,66,66,350000,1000,0,1,3,1,8,3,473000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,10,9,10,50,7,16,12,12,29,33,26,27,60,61,47,55,58,24,37,9,31,8,6,69,14,68,29,10,13,71,64,73,57,67,5
9864,235511,28,177,80,66,66,0,0,0,1,3,3,8,6,0.0,0,71.0,62.0,65.0,65.0,41.0,62.0,73,61,49,64,41,66,70,72,59,67,73,70,59,59,66,63,62,70,61,72,55,47,56,60,57,55,32,42,47,11,12,13,11,8,7
9865,236166,35,172,71,66,66,280000,5000,1,1,3,3,6,6,532000.0,29,61.0,61.0,63.0,69.0,46.0,63.0,64,50,51,73,62,65,56,45,53,75,65,58,70,60,73,71,70,61,64,70,60,70,67,59,67,72,10,59,62,7,16,13,7,9,6
9866,236168,31,168,64,66,66,575000,8000,1,1,3,3,2,3,1000000.0,29,71.0,58.0,63.0,68.0,40.0,63.0,67,54,69,64,49,67,58,60,54,64,74,68,80,72,70,68,67,67,61,54,61,54,60,68,68,70,25,36,40,13,10,16,11,10,6
9867,236174,27,182,75,66,66,675000,4000,1,1,3,3,8,6,1300000.0,29,70.0,59.0,62.0,65.0,28.0,54.0,60,60,55,71,53,65,50,52,43,72,71,69,58,55,51,55,50,60,62,59,29,22,58,70,68,52,29,24,22,17,10,12,12,19,6
9868,236198,27,178,77,66,66,675000,5000,0,1,2,2,8,9,1300000.0,29,81.0,67.0,52.0,62.0,36.0,73.0,42,65,68,62,67,63,55,58,44,57,85,78,68,56,72,70,84,81,67,72,74,33,62,46,56,58,18,44,43,12,16,8,9,13,3
9869,236503,29,179,68,66,66,625000,4000,0,1,3,3,8,6,844000.0,29,73.0,64.0,61.0,67.0,31.0,57.0,58,63,51,61,59,67,57,51,63,66,74,72,72,50,71,66,58,54,63,68,43,27,66,68,55,58,38,23,19,9,6,6,6,8,6
9870,237745,30,182,72,66,66,525000,2000,1,1,3,2,8,3,656000.0,20,58.0,44.0,65.0,66.0,58.0,69.0,59,43,41,74,42,64,49,42,69,70,56,59,64,55,68,52,59,80,71,37,53,62,44,61,49,68,59,60,53,7,15,7,13,8,6
9871,237780,29,186,80,66,66,625000,3000,1,1,3,3,8,6,813000.0,29,59.0,66.0,66.0,65.0,59.0,80.0,65,69,68,69,58,67,64,55,65,67,58,59,49,60,63,68,75,86,88,66,55,60,64,64,45,55,52,62,59,7,11,7,6,9,6
9872,237784,28,178,73,66,66,550000,3000,0,1,2,3,2,6,688000.0,8,76.0,49.0,63.0,66.0,58.0,64.0,69,51,39,69,41,65,64,67,63,63,74,78,79,64,70,61,63,74,66,36,46,55,63,45,34,51,57,63,66,11,8,5,15,9,1
9873,238595,27,170,60,66,66,650000,2000,0,1,3,3,2,6,943000.0,11,61.0,58.0,68.0,68.0,57.0,56.0,64,61,45,70,61,65,62,63,67,67,63,60,80,56,88,58,59,76,40,52,68,58,54,70,63,67,61,58,47,11,5,15,12,7,6
9874,238599,28,173,69,66,66,650000,5000,1,1,3,3,0,6,1000000.0,22,79.0,60.0,55.0,68.0,40.0,73.0,63,58,52,61,47,65,32,31,45,65,79,79,88,67,84,68,71,88,62,61,80,22,59,58,47,55,41,45,44,13,9,11,14,12,7
9875,238643,27,184,80,66,66,675000,2000,1,1,3,3,8,6,979000.0,24,75.0,56.0,63.0,66.0,38.0,62.0,68,63,42,66,39,68,42,44,63,65,75,75,63,63,67,55,61,68,69,48,39,28,62,64,48,64,38,42,40,11,10,11,7,6,4
9876,238649,29,188,84,66,66,550000,1000,1,1,4,2,8,9,798000.0,2,57.0,54.0,59.0,62.0,60.0,72.0,39,60,49,70,30,62,32,38,70,64,59,55,60,66,56,42,74,57,79,58,72,62,64,62,43,60,60,60,62,12,6,11,6,10,6
9877,238979,30,191,90,66,66,525000,1000,1,1,3,2,8,9,761000.0,29,42.0,28.0,41.0,39.0,66.0,77.0,34,25,68,55,24,35,28,30,42,41,33,49,40,62,36,44,54,69,88,21,63,63,23,28,31,62,66,68,63,8,9,14,9,12,0
9878,239135,31,187,79,66,66,550000,7000,0,1,3,3,8,6,990000.0,22,52.0,59.0,66.0,65.0,57.0,65.0,60,59,55,69,50,64,61,66,65,68,53,51,64,64,63,61,63,65,69,62,56,62,55,67,57,65,56,57,56,13,15,14,10,13,6
9879,239724,30,192,81,66,66,525000,1000,1,1,2,2,8,6,761000.0,19,47.0,24.0,45.0,41.0,65.0,74.0,21,19,65,62,27,29,29,27,60,55,61,35,42,58,58,39,70,67,81,16,68,68,27,38,34,68,65,65,59,8,6,10,15,6,0
9880,241043,27,186,78,66,66,600000,1000,1,1,3,2,8,6,810000.0,3,57.0,49.0,60.0,59.0,66.0,78.0,57,46,74,64,44,59,45,48,62,59,55,58,58,62,48,63,73,68,82,44,83,65,56,60,47,58,64,68,63,13,7,11,10,11,6
9881,243553,29,172,71,66,66,525000,3000,0,1,5,2,0,6,840000.0,29,75.0,56.0,62.0,64.0,61.0,67.0,66,60,45,62,30,61,63,60,58,65,76,74,68,62,72,63,67,80,57,48,75,64,60,63,44,69,60,63,65,15,9,13,7,11,1
9882,243617,28,188,83,66,66,675000,2000,1,1,3,3,2,6,911000.0,28,69.0,65.0,56.0,61.0,34.0,72.0,52,67,65,61,61,60,56,40,45,64,68,70,64,63,52,66,55,72,77,59,66,34,66,63,68,67,28,32,24,7,6,6,9,9,3
9883,244357,30,185,80,66,66,525000,1000,1,1,2,2,8,6,814000.0,9,56.0,34.0,42.0,44.0,67.0,67.0,34,28,74,58,24,39,28,31,46,46,54,58,50,50,60,62,73,64,71,24,60,62,30,27,39,54,68,68,68,6,14,13,13,8,0
9884,246334,32,186,77,66,66,425000,1000,1,1,3,2,8,6,914000.0,19,73.0,33.0,37.0,45.0,69.0,69.0,37,28,68,37,36,39,37,32,38,42,72,74,61,59,67,42,70,74,68,28,64,64,34,37,50,51,66,75,70,14,13,10,14,14,0
9885,246864,28,173,66,66,66,675000,3000,1,1,3,3,8,3,1400000.0,29,66.0,65.0,54.0,70.0,20.0,59.0,44,68,62,62,68,67,70,46,45,70,69,64,80,66,75,66,76,62,61,58,45,13,62,57,68,64,19,13,14,12,8,10,15,8,3
9886,247061,27,177,73,66,66,675000,1000,1,1,2,3,0,6,1500000.0,24,82.0,61.0,59.0,65.0,39.0,66.0,57,61,50,62,65,63,59,35,52,66,83,81,68,60,72,66,54,75,65,53,60,28,67,67,55,57,41,43,32,13,14,10,8,11,7
9887,247184,27,174,64,66,66,675000,4000,1,1,3,3,8,6,1100000.0,29,64.0,62.0,65.0,67.0,41.0,52.0,64,63,49,69,59,68,65,63,61,66,66,63,63,64,80,66,51,61,45,59,59,44,63,64,60,66,40,39,36,6,14,5,7,6,7
9888,247378,29,166,59,66,66,625000,2000,1,1,3,3,2,3,781000.0,29,88.0,56.0,60.0,67.0,35.0,45.0,54,60,34,65,48,62,69,53,58,67,92,84,90,61,84,52,77,64,39,53,29,46,56,59,51,58,44,23,19,7,7,10,11,13,7
9889,247763,28,181,73,66,66,675000,2000,0,1,3,3,2,6,844000.0,29,68.0,65.0,59.0,67.0,33.0,72.0,55,68,64,60,64,66,62,63,55,69,69,67,65,54,72,61,71,71,74,62,66,34,68,61,67,64,33,23,32,7,15,14,15,11,3
9890,247968,30,176,71,66,66,500000,4000,1,1,3,2,8,6,700000.0,29,65.0,26.0,50.0,59.0,66.0,69.0,64,25,57,63,24,57,33,31,37,58,66,65,63,65,74,22,71,70,60,24,88,66,48,30,32,32,68,67,66,13,13,15,7,10,1
9891,248056,27,175,74,66,66,575000,3000,0,1,2,2,8,6,776000.0,29,64.0,25.0,52.0,56.0,65.0,64.0,63,21,48,65,24,48,31,26,44,65,63,65,56,66,72,26,79,69,63,27,56,68,39,37,31,48,69,65,66,11,15,14,6,14,1
9892,248833,26,175,67,66,66,700000,4000,1,1,3,2,8,6,1400000.0,29,74.0,58.0,58.0,71.0,22.0,46.0,64,62,38,62,54,71,64,35,46,68,76,73,76,67,75,53,59,66,44,53,25,17,62,58,52,54,16,25,21,9,7,8,7,6,4
9893,251044,27,171,71,66,66,575000,2000,1,1,3,2,8,6,776000.0,18,75.0,39.0,60.0,64.0,62.0,67.0,64,37,54,65,24,62,31,27,60,64,72,77,70,54,81,44,57,82,60,41,66,64,48,63,34,62,61,63,62,9,14,10,5,6,1
9894,251818,31,186,80,66,66,425000,3000,0,1,3,1,8,6,616000.0,22,0.0,0.0,0.0,0.0,0.0,0.0,11,6,13,24,9,14,14,10,26,19,55,65,53,55,60,47,65,43,59,8,28,10,5,69,14,35,7,12,10,65,65,63,70,65,5
9895,252368,29,192,86,66,66,550000,5000,0,1,3,2,8,6,1100000.0,29,60.0,33.0,45.0,38.0,65.0,68.0,26,26,70,58,30,32,56,34,64,41,62,58,46,68,42,60,71,61,78,21,50,60,23,29,44,64,59,72,70,10,10,13,7,9,0
9896,246669,17,178,70,65,86,1200000,2000,0,1,4,3,0,6,3400000.0,22,83.0,60.0,58.0,67.0,37.0,59.0,61,60,45,60,55,66,60,48,44,63,86,81,80,56,78,64,56,65,55,59,64,40,61,62,58,70,39,34,29,7,8,13,9,13,7
9897,245999,18,176,63,65,85,1100000,5000,0,1,3,3,8,3,3400000.0,22,71.0,60.0,59.0,67.0,26.0,39.0,64,61,42,62,47,66,57,46,49,67,73,70,71,63,78,62,49,39,36,61,43,19,60,58,53,61,24,25,28,14,12,10,6,9,4
9898,247377,19,168,65,65,85,1100000,1000,1,1,2,3,8,3,3600000.0,29,72.0,51.0,65.0,67.0,41.0,55.0,64,54,53,67,43,64,40,39,71,72,73,72,65,58,78,55,53,71,58,37,30,32,71,73,47,67,41,42,42,13,11,14,11,14,6
9899,242602,18,187,86,65,84,1000000,1000,1,1,4,2,2,6,2300000.0,29,84.0,39.0,54.0,66.0,59.0,71.0,64,39,45,66,25,67,41,25,42,65,82,86,69,63,66,45,56,72,76,35,62,58,48,44,32,50,63,63,55,12,13,14,10,8,1
9900,252001,18,185,72,65,84,1000000,2000,0,1,3,2,8,3,2600000.0,29,58.0,38.0,50.0,53.0,64.0,63.0,41,35,59,57,33,49,47,33,49,59,55,60,49,59,53,46,65,52,68,39,64,65,34,54,43,60,64,66,64,9,10,6,12,8,0
9901,233510,19,185,75,65,83,1200000,14000,0,1,3,4,0,3,2900000.0,22,78.0,62.0,63.0,64.0,44.0,62.0,65,61,46,62,59,68,67,62,58,58,77,78,74,53,50,68,59,64,61,62,65,42,66,65,51,58,43,46,42,13,7,14,8,11,4
9902,240273,18,182,64,65,83,1100000,7000,1,1,3,4,2,3,2800000.0,22,79.0,63.0,59.0,68.0,32.0,47.0,61,62,36,61,55,68,67,58,49,67,78,79,75,55,68,69,38,61,44,60,39,24,62,60,64,64,37,30,31,11,8,14,8,10,4
9903,241173,18,185,75,65,83,1100000,4000,1,1,3,3,8,6,2800000.0,29,73.0,65.0,51.0,64.0,34.0,61.0,38,65,58,59,61,64,44,44,45,67,75,71,56,55,66,75,61,55,66,55,54,24,61,58,65,49,36,33,31,5,6,10,9,12,3
9904,242654,19,170,75,65,83,1200000,1000,1,1,3,3,8,3,2300000.0,13,84.0,61.0,51.0,68.0,19.0,59.0,51,67,41,51,46,65,43,33,39,68,80,88,89,53,75,60,54,79,62,55,28,17,64,67,56,50,19,15,17,9,15,10,10,10,7
9905,244497,20,171,65,65,83,1200000,1000,0,1,3,3,2,3,3200000.0,22,82.0,54.0,55.0,70.0,24.0,40.0,54,58,34,60,53,69,45,38,47,66,83,82,78,67,83,52,41,52,40,43,26,23,65,58,50,66,24,21,28,12,6,13,14,10,7
9906,248805,18,177,70,65,83,1100000,5000,1,1,3,3,8,3,3000000.0,22,64.0,64.0,51.0,65.0,24.0,46.0,37,67,61,62,63,65,54,34,42,66,64,64,55,64,72,61,64,56,47,60,27,21,67,54,59,63,24,18,13,13,8,13,11,11,3
9907,235266,19,193,84,65,82,975000,1000,0,1,2,1,8,6,2000000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,10,11,11,29,9,13,15,14,25,17,25,23,26,49,23,50,40,19,63,8,26,11,6,23,13,22,16,10,13,68,65,66,64,68,5
9908,241810,20,186,78,65,82,1100000,18000,1,1,3,2,8,3,3000000.0,22,56.0,36.0,49.0,53.0,65.0,65.0,38,30,60,62,33,50,34,36,51,60,52,60,40,62,61,47,75,62,67,36,59,65,34,41,50,62,68,65,64,7,14,9,11,14,0
9909,243652,19,175,71,65,82,1200000,7000,1,1,3,2,8,6,3100000.0,22,64.0,67.0,46.0,63.0,31.0,50.0,37,67,64,55,63,62,46,38,38,63,65,64,66,64,69,72,61,50,49,65,52,26,64,49,63,58,28,27,24,14,10,5,10,14,3
9910,245023,20,189,71,65,82,1200000,4000,1,1,3,3,1,3,2800000.0,22,63.0,65.0,61.0,69.0,34.0,53.0,61,67,55,62,58,71,60,57,55,72,63,63,61,59,53,60,54,47,60,69,41,31,59,65,60,60,35,31,29,13,9,11,5,9,4
9911,245132,20,185,81,65,82,1100000,1000,1,1,3,2,8,6,3100000.0,22,61.0,28.0,36.0,46.0,66.0,69.0,29,21,72,40,28,46,22,21,46,40,60,61,48,62,59,42,74,64,71,28,70,65,25,34,37,52,64,66,65,7,15,7,13,9,0
9912,233276,20,178,64,65,81,1200000,3000,0,1,4,3,7,3,2800000.0,29,74.0,60.0,66.0,69.0,43.0,52.0,63,60,54,69,52,67,58,61,66,67,77,71,80,60,83,58,49,64,51,62,38,39,66,69,53,67,45,40,38,12,12,14,8,6,6
9913,238071,19,180,72,65,81,1100000,2000,1,1,3,2,8,6,0.0,29,78.0,48.0,56.0,64.0,62.0,69.0,63,50,57,58,29,67,48,34,46,59,80,76,69,58,57,53,64,64,73,42,64,58,52,59,43,54,64,64,66,11,8,8,7,5,1
9914,239838,20,181,70,65,81,1200000,8000,1,1,3,3,8,3,2800000.0,29,68.0,55.0,64.0,68.0,32.0,47.0,69,55,41,65,45,67,56,44,60,69,69,68,72,57,71,61,44,65,43,48,36,23,67,68,48,59,44,26,23,7,9,13,6,9,4
9915,240097,20,172,70,65,81,1200000,3000,1,1,3,2,0,3,2800000.0,10,68.0,49.0,63.0,66.0,66.0,70.0,61,44,58,69,32,63,49,55,67,68,67,68,67,63,77,54,65,72,65,56,82,68,56,56,48,63,59,72,69,13,12,14,11,6,6
9916,240317,20,186,80,65,81,1200000,1000,1,1,2,3,8,6,0.0,29,71.0,62.0,44.0,64.0,26.0,68.0,38,67,66,50,47,65,39,31,41,64,73,69,68,56,61,62,71,70,71,52,58,23,68,47,65,51,22,21,22,9,8,9,12,10,3
9917,240661,18,175,68,65,81,1100000,1000,1,1,4,4,7,3,2500000.0,29,63.0,57.0,64.0,70.0,29.0,38.0,64,57,40,63,57,70,71,62,61,72,68,59,70,54,70,54,50,62,31,59,20,11,52,65,58,57,43,22,30,9,12,15,14,6,6
9918,242343,20,185,80,65,81,1100000,3000,1,1,3,2,8,6,2400000.0,22,50.0,31.0,49.0,47.0,64.0,68.0,42,29,71,63,35,45,35,35,48,50,50,50,45,58,48,45,72,66,70,20,63,63,30,38,38,48,63,64,62,6,7,5,13,10,0
9919,242534,19,175,68,65,81,1100000,1000,1,1,3,3,8,6,2400000.0,29,73.0,45.0,63.0,69.0,60.0,61.0,49,43,44,69,46,68,63,58,68,68,74,73,75,59,78,51,62,68,57,41,61,63,58,62,48,65,64,60,57,9,15,13,8,12,6
9920,243275,19,190,88,65,81,1100000,1000,1,1,3,2,8,6,2200000.0,19,54.0,30.0,40.0,41.0,65.0,73.0,34,25,64,45,35,39,34,32,41,40,54,54,39,63,39,48,69,64,84,22,57,65,28,41,41,49,65,65,64,11,14,7,14,6,0
9921,244364,18,191,84,65,81,925000,1000,1,1,3,1,8,6,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,12,6,13,25,6,10,13,12,26,13,24,31,29,55,26,44,34,21,61,6,18,11,7,34,18,27,12,11,11,63,67,59,64,69,5
9922,245290,20,179,78,65,81,1100000,18000,1,1,3,2,6,6,3000000.0,22,57.0,39.0,50.0,55.0,64.0,66.0,48,35,62,56,34,53,44,35,53,57,58,57,55,61,61,49,69,58,69,39,70,64,34,42,43,60,62,65,64,15,6,7,10,6,0
9923,246785,18,175,65,65,81,1100000,2000,0,1,3,3,2,3,3000000.0,22,71.0,60.0,58.0,71.0,26.0,34.0,61,60,34,60,62,72,58,52,51,69,74,69,77,59,74,64,51,41,29,58,32,21,60,56,47,70,25,29,22,13,10,14,6,6,4
9924,247508,20,182,70,65,81,1200000,13000,0,1,2,3,0,3,3000000.0,22,72.0,64.0,54.0,65.0,23.0,51.0,42,67,69,60,59,64,47,48,49,65,71,72,74,58,66,63,68,57,48,58,47,21,61,60,66,51,18,16,20,7,13,7,10,13,3
9925,252144,17,185,78,65,81,1000000,1000,1,1,3,2,8,3,2600000.0,22,56.0,31.0,41.0,46.0,65.0,61.0,31,28,64,54,28,41,29,35,45,52,55,56,40,61,56,44,77,40,68,23,68,65,28,30,43,56,64,66,63,9,13,8,8,8,0
9926,252154,19,191,83,65,81,975000,1000,1,1,3,1,8,6,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,11,8,20,35,6,14,11,12,29,19,24,39,40,59,25,44,40,28,55,7,21,11,8,32,17,40,12,13,12,63,64,58,64,67,5
9927,228646,21,177,70,65,80,1200000,3000,0,1,3,3,8,6,0.0,29,77.0,57.0,60.0,69.0,31.0,62.0,59,58,46,67,42,70,56,45,62,68,79,75,77,52,69,64,56,74,67,54,38,36,52,50,51,54,27,29,26,8,15,9,9,9,7
9928,233447,20,181,78,65,80,1200000,1000,1,1,4,3,1,3,0.0,29,72.0,57.0,59.0,67.0,19.0,64.0,64,62,64,66,48,68,38,28,64,67,73,72,71,46,62,56,68,67,67,48,52,12,63,49,58,50,14,13,24,13,10,8,10,6,7
9929,234317,19,172,58,65,80,1200000,1000,0,1,2,3,8,3,0.0,24,74.0,52.0,62.0,69.0,27.0,42.0,48,50,31,66,51,67,59,72,67,68,73,75,80,54,84,51,45,52,31,58,56,28,57,62,52,55,34,20,23,14,9,9,8,9,6
9930,235824,19,174,70,65,80,1100000,1000,1,1,2,2,6,3,2200000.0,9,61.0,44.0,54.0,58.0,64.0,68.0,40,41,64,64,21,51,42,46,62,63,61,61,71,63,74,49,74,63,70,53,68,65,42,48,49,64,60,67,64,7,14,6,15,7,6
9931,236600,20,184,73,65,80,1100000,12000,0,1,3,2,8,6,2800000.0,22,63.0,22.0,43.0,51.0,64.0,66.0,31,15,63,59,27,48,25,29,45,52,58,67,57,60,54,36,88,55,73,20,57,61,21,34,33,49,64,67,64,11,9,12,7,14,0
9932,236914,21,182,78,65,80,1100000,5000,1,1,3,2,8,6,3000000.0,22,55.0,40.0,50.0,41.0,64.0,64.0,45,31,65,64,23,22,35,48,58,62,57,54,59,60,58,48,69,60,67,61,62,63,13,28,42,55,61,67,62,7,12,5,8,5,0
9933,238511,20,187,77,65,80,1100000,4000,1,1,2,2,2,3,2900000.0,22,60.0,32.0,48.0,46.0,63.0,66.0,50,28,71,63,37,30,28,28,52,63,61,60,63,56,51,42,65,62,68,27,65,60,31,28,42,57,63,64,62,10,6,11,12,5,0
9934,240442,20,177,64,65,80,1200000,2000,1,1,3,3,8,3,0.0,29,68.0,58.0,61.0,70.0,28.0,43.0,59,58,39,64,52,70,62,53,56,68,67,69,75,63,78,63,50,55,38,55,41,19,63,61,57,67,27,30,27,6,5,13,7,12,4
9935,240783,19,183,75,65,80,1200000,6000,0,1,4,2,2,6,2900000.0,29,78.0,64.0,53.0,62.0,33.0,67.0,48,65,62,58,57,59,54,54,46,63,79,78,69,61,67,62,75,57,74,62,58,28,62,56,73,58,31,31,24,6,13,13,12,14,3
9936,241929,20,172,69,65,80,1100000,3000,0,1,3,2,8,3,2300000.0,22,72.0,32.0,54.0,64.0,63.0,58.0,59,29,51,62,27,63,35,32,44,64,74,71,65,61,70,27,63,68,54,34,55,68,56,52,46,61,63,62,66,10,7,12,12,14,1
9937,242794,20,178,65,65,80,1200000,5000,0,1,3,3,8,3,3100000.0,29,67.0,56.0,65.0,67.0,52.0,51.0,61,55,48,71,44,67,65,53,62,68,69,66,61,61,77,64,58,61,43,53,55,54,65,66,56,65,52,54,49,7,15,6,6,5,6
9938,242999,20,177,66,65,80,1200000,20000,0,1,3,3,8,3,3100000.0,22,67.0,61.0,64.0,68.0,53.0,40.0,53,60,49,69,53,70,60,56,66,65,67,67,70,65,69,63,42,43,36,63,48,49,60,69,63,67,54,55,56,10,9,12,12,11,6
9939,244676,18,187,87,65,80,925000,1000,1,1,3,1,8,6,2000000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,10,10,13,19,6,12,14,14,28,27,21,32,26,64,45,45,61,17,50,14,28,10,7,32,26,51,8,12,11,65,63,60,64,64,5
9940,245331,17,186,74,65,80,1100000,2000,1,1,3,3,8,3,2900000.0,22,60.0,66.0,48.0,61.0,18.0,47.0,51,70,65,54,63,62,44,36,40,65,58,61,51,62,49,66,64,35,55,57,38,13,66,46,59,65,14,10,16,8,12,15,11,6,3
9941,245351,20,175,76,65,80,1200000,3000,0,1,2,3,8,6,2500000.0,29,72.0,56.0,58.0,68.0,46.0,68.0,67,59,55,59,34,68,62,56,53,67,76,68,71,62,73,70,81,78,62,42,66,39,58,49,42,59,48,47,39,9,9,8,14,7,7
